asset_uuid,title,identifier,publisher,manifest_uri
CTLkEfZ2qVIIb9f7SXg58vD3,Plato,RH.P.0006,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/CTLkEfZ2qVIIb9f7SXg58vD3.json
i1YYsqcivaaKXO373AHoB8A2,De tijd besnijdt de vleugel der Liefde,RH.P.0200,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/i1YYsqcivaaKXO373AHoB8A2.json
rifHynbWPWeICimhU6E6TEBq,Abraham en Melchisedech,RH.P.0432,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/rifHynbWPWeICimhU6E6TEBq.json
Xcta8gvPKXVULsSkts2k8HyB,De triomf van Jozef,RH.P.0471,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/Xcta8gvPKXVULsSkts2k8HyB.json
AYoseaMVomTNTXlMQEYa1xkn,Maria Magdalena,RH.P.0490,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/AYoseaMVomTNTXlMQEYa1xkn.json
b2MFOqdNAMGMJNbLnrdg4NOg,De heilige Johannes Chrysostomus,RH.P.0499,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/b2MFOqdNAMGMJNbLnrdg4NOg.json
X1gQJFbUYnDJbDJcdhiau51J,De heilige Barbara achtervolgd door haar vader,RH.P.0500,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/X1gQJFbUYnDJbDJcdhiau51J.json
J2TZUhcjCVYgGecETUlTLAeN,Dubbelportret van Peter Paul Rubens en Anthony van Dyck,RH.P.0506,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/J2TZUhcjCVYgGecETUlTLAeN.json
s2TTtAaJElUXbwVdRREzLa8x,De Visitatie | De Kruisafneming | De Presentatie van Christus in de tempel,RH.P.0587,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/s2TTtAaJElUXbwVdRREzLa8x.json
R2BsifISSYVXITWIiikVDaRe,"Portret van Isabella van Bourbon, echtgenote van koning Filips IV van Spanje",RH.P.0654,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/R2BsifISSYVXITWIiikVDaRe.json
C2MKawTSim9kaMdSBapQ8sDh,Samson en Delila,RH.P.0667,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/C2MKawTSim9kaMdSBapQ8sDh.json
N1BBbfMPdjcSSeQYtFAoj4zY,Promotieprent met de heilige Franciscus met drie globes op de schouders,RH.P.0736,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/N1BBbfMPdjcSSeQYtFAoj4zY.json
Y1cVvqacmrrWuSe1jeI4qxEc,De marteling van de heilige Laurentius,RH.P.0753,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/Y1cVvqacmrrWuSe1jeI4qxEc.json
UicsGFNKhiWRUJcefZ1p3KZN,Val van de verdoemden engelen,RH.P.0757,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/UicsGFNKhiWRUJcefZ1p3KZN.json
K2SdkMcdXmTOMcfJxRIieIou,Achilles aan het hof van Lycomedes,RH.P.0769,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/K2SdkMcdXmTOMcfJxRIieIou.json
j1IgZdPdhylSKMdt9nHXMvHd,Aanbidding der Koningen,RH.P.0896,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/j1IgZdPdhylSKMdt9nHXMvHd.json
fMqfaZiEZJMWFEhfkF1DQSVT,Christus aan het kruis tussen de twee gekruisigde misdadigers,RH.P.0927,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/fMqfaZiEZJMWFEhfkF1DQSVT.json
O1MpIST5WQJwzVKXmi2K02Y6,Heilige Familie met Elisabeth en Johannes de Doper als kind,RH.P.0959,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/O1MpIST5WQJwzVKXmi2K02Y6.json
u1rWOarNeUJNPhEfcMVvPtPF,De kruisdraging,RH.P.0976,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/u1rWOarNeUJNPhEfcMVvPtPF.json
K1lDgLe6cnmTpSYYSrHQMKM3,Verschijning van de engelen voor de H. Vrouwen bij het graf van Christus,RH.P.0982,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/K1lDgLe6cnmTpSYYSrHQMKM3.json
p1MYFucR7JxOVEageZVlh1Fo,De bekering van Paulus,RH.P.1026,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/p1MYFucR7JxOVEageZVlh1Fo.json
X1JUnsFTfNlediYUkiVFICS1,Rubens with his Wife and Child,RH.P.0199,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/X1JUnsFTfNlediYUkiVFICS1.json
KJWxHYMTKt3L4OGUPvtULs87,"""Rubens three children",RH.P.0302,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/KJWxHYMTKt3L4OGUPvtULs87.json
M1GASdURJcQFfcLDZQESbCLv,Petrus Paulus Rubens,RH.P.0303,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/M1GASdURJcQFfcLDZQESbCLv.json
ZEbSXeQN9TZqggiJncHd1Xxi,"""Ecce Angelus... super Puerum",RH.P.0304,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/ZEbSXeQN9TZqggiJncHd1Xxi.json
ii8Xhk9iYhQh9EOGsRowe0Co,"Jésus a diabolo tentatur. Evang.: Math. 4Vs.=1,4",RH.P.0305,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/ii8Xhk9iYhQh9EOGsRowe0Co.json
WZa7QNZPeTUhHZbcXLoE7cdj,Sicut Moyses exaltavit serpentem... Filium hominis Evang: Joh.: 3 Vs. 14,RH.P.0306,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/WZa7QNZPeTUhHZbcXLoE7cdj.json
ICfkQWRfUdWjK8YEBnx57cVP,Jesus èsepulcro Surgens. Math: 28 Vs. 6,RH.P.0307,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/ICfkQWRfUdWjK8YEBnx57cVP.json
g2GTRSIVfseSPSZQmQ0KEZ9Z,Fecit Pharao ascendere Joseph... secundum. Gen. 41 Vs. 43,RH.P.0308,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/g2GTRSIVfseSPSZQmQ0KEZ9Z.json
j9BbPIcJoffddNBWpRTDd26C,Adoratio et... Magorum. Math. 2 Vs.-11,RH.P.0309,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/j9BbPIcJoffddNBWpRTDd26C.json
L2VaacXfbylDZYqYlVA2nDxB,"Jesus in coelum,... ascendens. Evang.: Joh: 3 Vs. 13",RH.P.0310,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/L2VaacXfbylDZYqYlVA2nDxB.json
C2QHSvQIZTtPvrMfWknYpZOk,InvenerÃºnt pastores... in proesepio. Luc 2 Vs. 16,RH.P.0311,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/C2QHSvQIZTtPvrMfWknYpZOk.json
N1RaMFRUPaLPoAYCMjxDGBua,"Regina Sabâ, auditâ... Salomonis, venit. Lib. 3 (Hebroeis1) RegÃºm 10 Vs. 1",RH.P.0312,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/N1RaMFRUPaLPoAYCMjxDGBua.json
m1PmDXK8cfYdEmKDial7Wmhi,S. Michaël Archangelús... angelis ejús. Apoc: 12. Vs. 7.8,RH.P.0313,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/m1PmDXK8cfYdEmKDial7Wmhi.json
P2RWkQeVVVUKelV4KZ2dwnWU,"""Ascendit Elias...turbinem",RH.P.0314,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/P2RWkQeVVVUKelV4KZ2dwnWU.json
CPPJIajnjHXPQgDjNLxb6pUA,Beata Maria Virgo in coelum sublata,RH.P.0315,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/CPPJIajnjHXPQgDjNLxb6pUA.json
Y1EoF9QglMIIgQ9YGGYeCCEM,"David proecidit caput Goliad, gladio ejus L.1 Sam : qui et 1 Regum 17 Vs. 51",RH.P.0316,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/Y1EoF9QglMIIgQ9YGGYeCCEM.json
bb4aVZRXZKEgPH9U9GWyDVtB,Panem & Vinum Melchisedech... Abrahamo. Gen: 14 Vs. 18,RH.P.0317,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/bb4aVZRXZKEgPH9U9GWyDVtB.json
w1gQmSUXHICQaRuJIEl3niTB,Beata Maria Virgo gloria et honore coronata,RH.P.0318,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/w1gQmSUXHICQaRuJIEl3niTB.json
g1KeiWHZZcAPMAOTLTRAlLBN,"""Auream Assuerus Rex... Reginae Esther",RH.P.0319,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/g1KeiWHZZcAPMAOTLTRAlLBN.json
A4OgAnLNlYM53BbCGT0gCuY1,"Mose manÃ¹s elevante... remittente, Amalec. Exod. 17 Vs. 10:12",RH.P.0320,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/A4OgAnLNlYM53BbCGT0gCuY1.json
RKLciXjITnnsbPsiHWBrempZ,S.S. Coena Domini. Math. 26 Vs. 20,RH.P.0321,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/RKLciXjITnnsbPsiHWBrempZ.json
YBMYWHVOZOBKZMsCQpiWE0cI,St. Athanasius Episcopus debellans Arium,RH.P.0322,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/YBMYWHVOZOBKZMsCQpiWE0cI.json
NRnXQZODaJLUEOW7GNZygRgd,"St. Basilius, Patriarcha",RH.P.0323,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/NRnXQZODaJLUEOW7GNZygRgd.json
P2rb6X5SThdZuKoZbY5n2d3R,St. Cecilia Virgo et Martyr,RH.P.0324,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/P2rb6X5SThdZuKoZbY5n2d3R.json
MnHfJe8baIWTUWFoV9C6pfgy,Maria Mater Gratiae,RH.P.0325,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/MnHfJe8baIWTUWFoV9C6pfgy.json
N1KGUW8NX3ocWZkXhb333GwN,St. Anna et St. Maria,RH.P.0326,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/N1KGUW8NX3ocWZkXhb333GwN.json
Z1lRPaVdaBQrGhhJZjLWouoY,St. Maria-Maghdalena,RH.P.0327,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/Z1lRPaVdaBQrGhhJZjLWouoY.json
n1agVihCIhmbOQZLkkjOxFOa,St. Ambrosius Episcopus,RH.P.0328,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/n1agVihCIhmbOQZLkkjOxFOa.json
CDKeIYwJSRm3ijLYSfDM3eQ1,St. Hieronymus,RH.P.0329,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/CDKeIYwJSRm3ijLYSfDM3eQ1.json
nWiRmZhLntl8ZjUowO6tNhk7,St. Gregorius Pontifex Maximus,RH.P.0330,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/nWiRmZhLntl8ZjUowO6tNhk7.json
a17majKXROkaKeNAUWirlD2N,St. Margareta Virgo,RH.P.0331,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/a17majKXROkaKeNAUWirlD2N.json
B2RHqTfFPPqGgB8dgjHFs544,St. Lucia Virgo & Martyr,RH.P.0332,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/B2RHqTfFPPqGgB8dgjHFs544.json
O2nabheOaVMJXfYveLaSQTH7,St. Eugenia Virgo & Martyr,RH.P.0333,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/O2nabheOaVMJXfYveLaSQTH7.json
j1MWntTbDATW6OFtgZK3e3FU,"St. Augustinus, Episcopus",RH.P.0334,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/j1MWntTbDATW6OFtgZK3e3FU.json
GweRpdXTQQcUXYmVEDzEZ4gx,"St. Gregorius Nazianzenus, Episcopus",RH.P.0335,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/GweRpdXTQQcUXYmVEDzEZ4gx.json
EmUeieHEbYbaNRYUJKjG1ypS,De naam van Jezus omringd door 4 engelen,RH.P.0336,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/EmUeieHEbYbaNRYUJKjG1ypS.json
hDFKsbRPRdSWgVMeiVhRrSpK,"St. Joannes Chryposthomus, Patriarchae Alexonorinus",RH.P.0337,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/hDFKsbRPRdSWgVMeiVhRrSpK.json
D28XVDRsVUBsbrccaMmPiyYz,St. Catharina,RH.P.0338,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/D28XVDRsVUBsbrccaMmPiyYz.json
E1bGVZQdtubORGKgkn2Bihrk,St. Barbara Virgo et Martyr,RH.P.0339,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/E1bGVZQdtubORGKgkn2Bihrk.json
jtINKKUOaaj9LMeEekzFF4KA,De kruisafneming,RH.P.0195,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/jtINKKUOaaj9LMeEekzFF4KA.json
OFZGQQjUgQcUSFEiCN6JVZyL,De kruisafneming,RH.P.1011,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/OFZGQQjUgQcUSFEiCN6JVZyL.json
k2WXeLGqPfjrbgoEW8UhHth0,Atelier of 'Italiaanse vleugel' van het Rubenshuis,RH.OE.001.001,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/k2WXeLGqPfjrbgoEW8UhHth0.json
o27dLqlfeWIM9ucVSY0zpwDA,Buste van 'Seneca',RH.B.037,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/o27dLqlfeWIM9ucVSY0zpwDA.json
wRNibmNdZfXAcfRDa8GiiaE3,"Brief van P.P. Rubens, gericht aan Annibale Chieppo, secretaris van de Hertog van Mantua.",RH.D.024,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/wRNibmNdZfXAcfRDa8GiiaE3.json
gYVHJYfYlkROkeKcuihbca2Y,Kruisoprichting op 3 bladen,RH.P.0435,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/gYVHJYfYlkROkeKcuihbca2Y.json
R1nNWfHeeVGoOUVtdGU3bNRB,Kunstkast,RH.M.166,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/R1nNWfHeeVGoOUVtdGU3bNRB.json
X1oKVGUqzpOXocnCIq3GM7qR,Boeren op weg naar de markt,RH.S.209,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/X1oKVGUqzpOXocnCIq3GM7qR.json
F1AApaZhWFbdlUuKsf4bQX8A,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/F1AApaZhWFbdlUuKsf4bQX8A.json
N1RneKQ7HQZUUqgsOJJ0FYNx,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/N1RneKQ7HQZUUqgsOJJ0FYNx.json
QOjjIWPjWSdetWVeaWoJ1ZBT,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/QOjjIWPjWSdetWVeaWoJ1ZBT.json
Q2QGQPnSXNFQMjdWWPzO7Omy,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/Q2QGQPnSXNFQMjdWWPzO7Omy.json
B2HdiYcjQbB1APgMdlORtpFQ,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/B2HdiYcjQbB1APgMdlORtpFQ.json
d2nKKjaVRmHQXgaI4XHqRR2k,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/d2nKKjaVRmHQXgaI4XHqRR2k.json
Z8lrahbqaLYblwqUQFLQMoVD,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/Z8lrahbqaLYblwqUQFLQMoVD.json
a2KYBBhfZETkKkZZ8c4BrJJq,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/a2KYBBhfZETkKkZZ8c4BrJJq.json
nrfhhHIVP64adCkGkI0zm0nH,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/nrfhhHIVP64adCkGkI0zm0nH.json
R9twhLPQWMd5QZQMd7D6loKR,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/R9twhLPQWMd5QZQMd7D6loKR.json
W1DgXfaaCOefTBKcQmEaP8Zw,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/W1DgXfaaCOefTBKcQmEaP8Zw.json
w1ETOezQLNNFKTXZXUNCu8ey,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/w1ETOezQLNNFKTXZXUNCu8ey.json
w2AROkTkNXaSFVVXelUsIsxJ,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/w2AROkTkNXaSFVVXelUsIsxJ.json
zoeYMQheaOLoYSkEQG17Ak5k,Kolveniershof,RH.OE.006,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/zoeYMQheaOLoYSkEQG17Ak5k.json
tdUd2dTEeESRZSVcUTLufbsx,Kolveniershof,RH.OE.006,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/tdUd2dTEeESRZSVcUTLufbsx.json
W1bdaZQLlSviORjsaDVeRXh2,Boeren op weg naar de markt,RH.S.209,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/W1bdaZQLlSviORjsaDVeRXh2.json
A2SlSQOLe6JkpgYDQUDVerCl,bidstoel,RH.M.151,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/A2SlSQOLe6JkpgYDQUDVerCl.json
ruKdiLWORZXlWQcCVFDdAUfD,reiskoffertje,RH.M.136,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/ruKdiLWORZXlWQcCVFDdAUfD.json
C2OfcFlbIPI9SVYcuosBmDtQ,reiskoffertje,RH.M.136,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/C2OfcFlbIPI9SVYcuosBmDtQ.json
X2VLRRAeKiPKTDFBjPOgNVVk,reiskoffertje,RH.M.136,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/X2VLRRAeKiPKTDFBjPOgNVVk.json
oTQXXUuKiJFFW3wW7hFgRgGU,reiskoffertje,RH.M.136,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/oTQXXUuKiJFFW3wW7hFgRgGU.json
w2IibwVgRYJAGDJYOOkGfTbl,Boeren op weg naar de markt,RH.S.209,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/w2IibwVgRYJAGDJYOOkGfTbl.json
wNdXFaVROYiIYijPR6jEtgzD,"de Ganay manuscript, kopie van het theoretisch notitieboek van Rubens",RH.LBI.2012.004,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/wNdXFaVROYiIYijPR6jEtgzD.json
IRiHflOkkbpQwhFTqYSqDdpf,Onderdeel van een reeks afgietsels van het Mercuriusportiek: sluitsteen,HH.0070,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/IRiHflOkkbpQwhFTqYSqDdpf.json
gXNkYkjRYECFVXZbZKpTXZYH,Barbara Arents,RH.S.156.2-2,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/gXNkYkjRYECFVXZbZKpTXZYH.json
N2PWVCbUOhKCSETbOVzL7MXy,Interieur Rubenshuis: spreekkamer,RH.OE.001.013,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/N2PWVCbUOhKCSETbOVzL7MXy.json
Q2TdUXihSEHeeVqQFOjesnp6,Interieur Rubenshuis: linnenkamer,RH.OE.001.022,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/Q2TdUXihSEHeeVqQFOjesnp6.json
r1WOJdHeEgUlRnOnFKKsDd0n,Bartholomeus Rubens,RH.S.156.1-2,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/r1WOJdHeEgUlRnOnFKKsDd0n.json
v1KcZHVO9hbTsfLS48jylY19,Bartholomeus Rubens,RH.S.156.1-2,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/v1KcZHVO9hbTsfLS48jylY19.json
jTWYWBRNIRyKAp6JDvCbIszq,Een dame op de vismarkt te Antwerpen,,Rubenshuis (Antwerpen),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/jTWYWBRNIRyKAp6JDvCbIszq.json
z1YYS4G7XuHZqoaOcDg7hVEi,Een dame op de vismarkt te Antwerpen,,Rubenshuis (Antwerpen),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/z1YYS4G7XuHZqoaOcDg7hVEi.json
s2jRfVUhLTfXSbFekjOzDpTy,Een dame op de vismarkt te Antwerpen,,Rubenshuis (Antwerpen),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/s2jRfVUhLTfXSbFekjOzDpTy.json
Z2dQNWaOeeEdA3OHgaRgJ0ex,Een dame op de vismarkt te Antwerpen,,Rubenshuis (Antwerpen),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/Z2dQNWaOeeEdA3OHgaRgJ0ex.json
OIRUZIpghbUHI7cKLHhdplHa,Een dame op de vismarkt te Antwerpen,RH.S.004,Rubenshuis (Antwerpen),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/OIRUZIpghbUHI7cKLHhdplHa.json
OUEnYSKPtfimZlHYGmJeCd8q,Bartholomeus Rubens,RH.S.156.1-2,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/OUEnYSKPtfimZlHYGmJeCd8q.json
C2jAQoUFKIXeOQomcFhccFmO,Madonna als Hemelskoningin met het Jezuskind,RH.S.215,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/C2jAQoUFKIXeOQomcFhccFmO.json
rVoWmlnSSXcEBPObbotG0lrm,Hulde van Antwerpen aan P.P. Rubens,RH.S.079,Rubenshuis,https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/rVoWmlnSSXcEBPObbotG0lrm.json
u2PMCMLZHaf8UTpmKGxzV4NR,2014_Museumnacht_sfeer_0013.jpg,,Rubenshuis (Antwerpen),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/u2PMCMLZHaf8UTpmKGxzV4NR.json
M2QQPjRdMjRaOUiiVROrmV5B,2014_Museumnacht_sfeer_0010.jpg,,Rubenshuis (Antwerpen),https://bretelemens.github.io/IIIF-manifest-samples/001-manifest-set/rubenshuis/manifests/M2QQPjRdMjRaOUiiVROrmV5B.json
